context,resolved_context,context_nouns,subcluster,subcluster_id
My mental health care provider dropped me as a patient I called to get refills on my medication and was told that they could not refill my medication because I hadn’t been seen in some time Therefore I made an appointment for the following week and asked to have my medication refilled until the appointment They told me that wasn’t possible I went to the mental health office and asked to see if I could speak to my provider or manager They refused to let me speak to anyone until my appointment The manager finally took me in her office and explained they could not give me my refills When she opened her office door to let me out two security guards were standing there They escorted me out of the facility and refused to let me go to the Emergency Room They stood by my vehicle as I sobbed like a baby and told me to vacate the premises or they would call the police When I made it home I received a phone call from the manager stating that they had canceled my upcoming appointment and were dropping me as a patient They sent me a certified letter,"CorefResult(text=""My mental health care provider dropped me as a pat..."", clusters=[['My', 'me', 'I', 'my', 'my', 'I', 'I', 'my', 'me', 'I', 'I', 'my', 'me', 'my', 'me', 'me', 'my', 'me', 'me', 'me', 'my', 'I', 'me', 'I', 'I', 'my', 'me as a patient', 'me'], ['my medication', 'my medication'], ['they', 'They', 'They', 'they', 'they', 'They'], ['the appointment', 'my appointment', 'my upcoming appointment'], ['manager', 'The manager', 'her', 'she', 'her', 'the manager'], ['They', 'They', 'they']])","['My mental health care provider', 'a patient', 'refills', 'my medication', 'my medication', 'some time', 'an appointment', 'the following week', 'my medication', 'the appointment', 'the mental health office', 'my provider', 'manager', 'my appointment', 'The manager', 'her office', 'my refills', 'her office door', 'two security guards', 'the facility', 'my vehicle', 'a baby', 'the premises', 'the police', 'a phone call', 'the manager', 'my upcoming appointment', 'a patient', 'a certified letter']",open (general),
My best friend and I are extremely close I have OCD an eating disorder depression and anxiety She has depression and anxiety About two weeks ago she suddenly stopped talking to me I apologized profusely for whatever I had done She then said I hadn’t done anything wrong but that she didn’t like my personality and that I made her uncomfortable,"CorefResult(text=""My best friend and I are extremely close I have OC..."", clusters=[['My', 'I', 'I', 'me', 'I', 'I', 'I', 'my', 'I'], ['My best friend', 'She', 'she', 'She', 'she', 'her']])","['My best friend', 'anxiety', 'depression', 'anxiety', 'my personality']",like (Supportive Actions),4
From a woman in the Philippines: My parents really hate my boyfriend for the following reasons: 1 He had been with so many girls in his life he even slept with them he even cohabited with 2 of his girls in the past and my parents cant stand it that is why they hate him so much to the point of disowning me if I still choose him 2,"CorefResult(text=""From a woman in the Philippines: My parents really..."", clusters=[['My', 'my', 'my', 'me', 'I'], ['my boyfriend', 'He', 'his', 'he', 'he', 'his', 'him', 'him'], ['My parents', 'my parents', 'they'], ['cohabited', 'it']])","['a woman', 'My parents', 'my boyfriend', 'the following reasons', 'so many girls', 'his life', 'his girls', 'the past', 'my parents', 'the point']",hate (Supportive Actions),3
From a woman in the Philippines: My parents really hate my boyfriend for the following reasons: 1 He had been with so many girls in his life he even slept with them he even cohabited with 2 of his girls in the past and my parents cant stand it that is why they hate him so much to the point of disowning me if I still choose him 2,"CorefResult(text=""From a woman in the Philippines: My parents really..."", clusters=[['My', 'my', 'my', 'me', 'I'], ['my boyfriend', 'He', 'his', 'he', 'he', 'his', 'him', 'him'], ['My parents', 'my parents', 'they'], ['cohabited', 'it']])","['a woman', 'My parents', 'my boyfriend', 'the following reasons', 'so many girls', 'his life', 'his girls', 'the past', 'my parents', 'the point']",hate (Supportive Actions),3
From a woman in the Philippines: My parents really hate my boyfriend for the following reasons: 1 He had been with so many girls in his life he even slept with them he even cohabited with 2 of his girls in the past and my parents cant stand it that is why they hate him so much to the point of disowning me if I still choose him 2,"CorefResult(text=""From a woman in the Philippines: My parents really..."", clusters=[['My', 'my', 'my', 'me', 'I'], ['my boyfriend', 'He', 'his', 'he', 'he', 'his', 'him', 'him'], ['My parents', 'my parents', 'they'], ['cohabited', 'it']])","['a woman', 'My parents', 'my boyfriend', 'the following reasons', 'so many girls', 'his life', 'his girls', 'the past', 'my parents', 'the point']",hate (Supportive Actions),3
From a woman in the Philippines: My parents really hate my boyfriend for the following reasons: 1 He had been with so many girls in his life he even slept with them he even cohabited with 2 of his girls in the past and my parents cant stand it that is why they hate him so much to the point of disowning me if I still choose him 2,"CorefResult(text=""From a woman in the Philippines: My parents really..."", clusters=[['My', 'my', 'my', 'me', 'I'], ['my boyfriend', 'He', 'his', 'he', 'he', 'his', 'him', 'him'], ['My parents', 'my parents', 'they'], ['cohabited', 'it']])","['a woman', 'My parents', 'my boyfriend', 'the following reasons', 'so many girls', 'his life', 'his girls', 'the past', 'my parents', 'the point']",hate (Supportive Actions),2
From a woman in the Philippines: My parents really hate my boyfriend for the following reasons: 1 He had been with so many girls in his life he even slept with them he even cohabited with 2 of his girls in the past and my parents cant stand it that is why they hate him so much to the point of disowning me if I still choose him 2,"CorefResult(text=""From a woman in the Philippines: My parents really..."", clusters=[['My', 'my', 'my', 'me', 'I'], ['my boyfriend', 'He', 'his', 'he', 'he', 'his', 'him', 'him'], ['My parents', 'my parents', 'they'], ['cohabited', 'it']])","['a woman', 'My parents', 'my boyfriend', 'the following reasons', 'so many girls', 'his life', 'his girls', 'the past', 'my parents', 'the point']",hate (Supportive Actions),2
and I LOVE the way I feel after training it’s when I don’t feel empty but rather alive The only other thing making me “snap out” are dogs which I cannot own due to the way things are in Europe Ik this is American forum,"CorefResult(text=""and I LOVE the way I feel after training it’s when..."", clusters=[['I', 'I', 'I', 'me', 'I'], ['the way I feel after training', 'it']])","['the way', 'The only other thing', 'dogs', 'the way', 'things', 'American forum']",love (Supportive Actions),0
The was story only gave a snippet of the results I happen to be a female illustrator who has struggled with this in the past Does this study say what it is that connects these jobs to a higher suicide risk?,"CorefResult(text=""The was story only gave a snippet of the results I..."", clusters=[])","['story', 'a snippet', 'the results', 'a female illustrator', 'the past', 'this study', 'these jobs', 'a higher suicide risk']",connect (general),
The was story only gave a snippet of the results I happen to be a female illustrator who has struggled with this in the past Does this study say what it is that connects these jobs to a higher suicide risk?,"CorefResult(text=""The was story only gave a snippet of the results I..."", clusters=[])","['story', 'a snippet', 'the results', 'a female illustrator', 'the past', 'this study', 'these jobs', 'a higher suicide risk']",connect (general),
However he recently decided he doesn’t want to wrestle in high school My husband and all the coaches want him to wrestle at least his first year in high school to see if he likes it,"CorefResult(text=""However he recently decided he doesn’t want to wre..."", clusters=[['he', 'he', 'him', 'his', 'he'], ['wrestle', 'it']])","['high school', 'My husband', 'all the coaches', 'high school']",like (Supportive Actions),0
From a teen in the UK: Hi there I understand you can’ respond to everyone but I would appreciate if you could give me an answer When I was below the age of 10 (about 9) I read a newspaper article describing a real life sadistic and disturbing event that happened and I remember “enjoying this”,"CorefResult(text=""From a teen in the UK: Hi there I understand you c..."", clusters=[['a teen in the UK', 'I', 'you', 'I', 'you', 'me', 'I', 'I', 'I']])","['a teen', 'an answer', 'the age', 'a newspaper article', 'a real life sadistic and disturbing event']",understand (general),
From a teen in the UK: Hi there I understand you can’ respond to everyone but I would appreciate if you could give me an answer When I was below the age of 10 (about 9) I read a newspaper article describing a real life sadistic and disturbing event that happened and I remember “enjoying this”,"CorefResult(text=""From a teen in the UK: Hi there I understand you c..."", clusters=[['a teen in the UK', 'I', 'you', 'I', 'you', 'me', 'I', 'I', 'I']])","['a teen', 'an answer', 'the age', 'a newspaper article', 'a real life sadistic and disturbing event']",understand (general),
but Im the only one crazy How can I help him?,"CorefResult(text=""but Im the only one crazy How can I help him?"", clusters=[['I', 'I']])",[],help (Negative Affect / Conflict Emotion),3
He did most of the effort to be with me I kept my mind open about him and our relationship developed to something deeper and now I love him and we make a great team,"CorefResult(text=""He did most of the effort to be with me I kept my ..."", clusters=[['me', 'I', 'my', 'I'], ['He', 'him', 'him'], ['our', 'we']])","['the effort', 'my mind', 'our relationship', 'a great team']",love (Supportive Actions),0
